,Unnamed: 0,设备编号,资产编号,设备名称,设备型号,设备规格,制造厂,出厂年月,使用部门,安装地点,立卡年月,启用年月,ABC分类,财务分类,原值(元),完好状态,当前管理状态,状态变动日期,使用年限(年),供货商,出厂编号,单价(元),设备属性,生产用途,责任人,备注
1776,,4602033,,移动式空压机,3W-1.2/7-C,1.2m3/min×0.7MPa,武汉三叶空压机有限公司,2012-06,赤壁子公司,,2013-08,2012-06,B,动力设备,4800.0,完好,在用, ,14,湖北全新,,4800.0,设备,生产,,
1777,,5806584,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1778,,5806583,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1779,,5806582,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1780,,5806581,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1781,,5806580,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1782,,5806579,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1783,,5806578,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1784,,5806577,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1785,,5806576,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1786,,5806575,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1787,,5806574,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1788,,5806573,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1789,,5806572,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1790,,5806571,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1791,,5806570,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1792,,5806569,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1793,,5806568,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1794,,5806567,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1795,,5806566,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1796,,5806565,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1797,,5806564,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1798,,5806563,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1799,,5806562,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1800,,5806561,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1801,,5806560,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1802,,5806559,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1803,,5806558,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1804,,5806557,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1805,,5806556,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1806,,5806555,帐外,气体保护焊机,NB-500,23KVA,北京时代科技股份有限公司,2012-03,赤壁子公司,结构分厂,2013-11,2012-06,B,自动化、半自动化控制设备,13000.0,完好,在用, ,12,,,13000.0,设备,生产,,
1807,,5805056,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1808,,5805055,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1809,,5805054,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1810,,5805053,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1811,,5805052,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1812,,5805051,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1813,,5805050,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1814,,5805049,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1815,,5805048,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1816,,5805047,,自动焊接小车,AWT-1C1,,宜春市华新焊接机械有限公司, ,赤壁子公司,,2013-12,2012-06,B,自动化、半自动化控制设备,15600.0,完好,在用, ,12,,,15600.0,设备,生产,,
1817,,4603008,,螺杆式空压机,,3m3/min、0.8MPa,浙江开山,2012-05,赤壁子公司,,2013-01,2012-06,B,动力设备,29487.18,完好,封存,2021-09-23,14,湖北全新焊割器材经销部,TS2233182,34500.0,设备,生产,,
1818,,4603007,,螺杆空压机,SCR75M-8,9.8 m3/min、0.8mpa,上海斯洛压缩机有限公司, ,赤壁子公司,,2013-07,2012-06,B,动力设备,120000.0,完好,封存,2021-09-23,14,,,120000.0,设备,生产,,
1821,,0504034,帐外,摇臂钻床,Z3063×20/1,Φ63×2000,沈阳中捷摇臂钻床厂,2011-03,赤壁子公司,产业园,2013-06,2012-05,B,机械设备,173000.0,完好,在用, ,14,湖北三环,ZT1100068,173000.0,设备,生产,,
1822,,0006008,,卧式带锯机,GD4250,Φ500×700,浙江得力集团,2012-03,赤壁子公司,钢结构分厂,2012-12,2012-05,B,机械设备,48600.0,完好,在用, ,12,,03002,48600.0,设备,生产,,
1826,,9313017,,多功能工程一体机,LP-1030-CM-2R,,日本精工,2012-01,赤壁子公司,产业园301,2012-06,2012-05,C,电视机、复印机、文字处理机,198500.0,完好,在用, ,5,,,198500.0,设备,非生产,,
1827,,7904005,,涂层测厚仪,456型,,英国易高,2012-01,赤壁子公司,,2013-06,2012-05,C,通用测试仪器设备,10085.47,完好,在用, ,12,湖北全新焊割器材经销部,205ww,11800.0,设备,生产,邹恒生,
1855,,1501004,,液压剪板机,QC11X-20×4000,20×4000,华鲁锻压,2011-08,赤壁子公司,产业园006北跨,2013-07,2011-12,B,机械设备,418000.0,完好,在用, ,14,奥托福,,418000.0,设备,生产,,
1856,,4816003,,液压泵站,YZ-1044,40 Mpa,四川长江液压件有限责任公司,2011-11,赤壁子公司,,2013-07,2011-12,B,动力设备,130000.0,完好,在用, ,14,四川长江液压件有限责任公司,,130000.0,设备,生产,,
1857,,4602030,,移动式空压机,W-16/125,3M3/MIN,南京江宁天宝压力容器制作有限公司,2011-01,赤壁子公司,涂装分厂,2013-07,2011-12,B,动力设备,13000.0,完好,封存,2021-09-23,14,湖北长征机电销售有限公司,28,13000.0,设备,生产,,
1858,,4299001,,氢氧发生器,HGQ-10000,10000L/H,山西平阳重工机械有限责任公司, ,赤壁子公司,,2013-12,2011-12,C,动力设备,200000.0,完好,封存,2021-09-23,14,,,200000.0,设备,生产,,
1861,,2709015,,载货汽车,江铃JX1041TSGA23标准型,1.5吨,江铃汽车股份有限公司,2011-07,赤壁子公司,,2013-06,2011-10,C,运输设备,89800.0,完好,在用, ,12,武汉楚天威汉汽车销售有限责任公司,GX493ZQ5B,89800.0,设备,生产,,
1862,,2706015,,商务车,别克SGM6520ATA,,上海通用（沈阳）北盛汽车有限公司,2011-09,赤壁子公司,,2011-12,2011-10,C,运输设备,285000.0,完好,在用, ,12,,WBG213110053749,285000.0,设备,非生产,,"发动机：111180136
车牌：鄂AAU449"
1864,,9805012,,液压油真空滤油机,HL30,30L/min,重庆润化通驰机电有限公司,2011-02,赤壁子公司,下料分厂,2011-12,2011-10,C,其他专用设备,33000.0,完好,封存,2021-06-23,12,,110205,33000.0,设备,生产,,
1865,,7904003,,智能型涂层附着力测试仪,HCTC-10,,石家庄卓科技有限公司,2011-07,赤壁子公司,,2013-06,2011-10,C,通用测试仪器设备,9600.0,完好,在用, ,12,湖北全新焊割器材经销部,2011083,9600.0,设备,生产,,
1866,,5898003,,螺柱焊机,RST-1600-2,,成都斯达特焊接研究所, ,赤壁子公司,,2013-07,2011-10,B,自动化、半自动化控制设备,52000.0,完好,在用, ,12,湖北全新焊割器材经销部,,52000.0,设备,生产,,
1867,,5509049,,电弧喷涂设备,CMD-AS1620,￠1.6-2.0,北京新迪表面技术设备有限公司,2010-08,赤壁子公司,涂装分厂,2013-07,2011-10,B,其他专用设备,29000.0,完好,在用, ,5,,20316,29000.0,设备,生产,,
1868,,5509048,,电弧喷涂设备,CMD-AS1620,￠1.6-2.0,北京新迪表面技术设备有限公司,2010-08,赤壁子公司,涂装分厂,2013-07,2011-10,B,其他专用设备,29000.0,完好,在用, ,5,,20309,29000.0,设备,生产,,
1876,,5829011,,数控火焰切割机（小蜜蜂）,ZLQ-7,2×1.2,武汉蓝讯,2011-09,赤壁子公司,,2013-01,2011-09,B,自动化、半自动化控制设备,19500.0,完好,在用, ,5,,872,19500.0,设备,生产,,
1877,,8902003,,移动式除尘器,RJDJ-1200,1200m3/min,武汉瑞津联合机电工程有限公司,2010-07,赤壁子公司,,2012-03,2011-09,C,其他专用设备,22222.22,完好,在用, ,10,,2010012,26000.0,设备,生产,,
1878,,8902002,,移动式除尘器,RJDJ-1200,1200m3/min,武汉瑞津联合机电工程有限公司,2010-07,赤壁子公司,,2012-03,2011-09,C,其他专用设备,22222.22,完好,在用, ,10,,2010011,26000.0,设备,生产,,
1879,,8902001,,移动式除尘器,RJDJ-1200,1200m3/min,武汉瑞津联合机电工程有限公司,2010-07,赤壁子公司,,2012-03,2011-09,C,其他专用设备,22222.22,完好,在用, ,10,,2010010,26000.0,设备,生产,,
1880,,5829013,,数控火焰切割机（小蜜蜂）,ZLQ-7,2×1.2,武汉蓝讯,2011-09,赤壁子公司,,2013-01,2011-09,C,自动化、半自动化控制设备,19500.0,完好,在用, ,5,,20110932,19500.0,设备,生产,,
1881,,5829012,,数控火焰切割机（小蜜蜂）,ZLQ-7,2×1.2,武汉蓝讯,2011-09,赤壁子公司,,2013-01,2011-09,C,自动化、半自动化控制设备,19500.0,完好,在用, ,5,,20110931,19500.0,设备,生产,,
1891,,2710015,,轿车,迈腾FV7187TDQC,5座,一汽大众,2011-04,赤壁子公司,,2012-04,2011-08,C,运输设备,252432.63,完好,在用, ,12,武汉康顺集团汽车贸易有限公司,WAB011110015147,226800.0,设备,非生产,,车牌号：鄂A9MT17
1892,,2601015,,叉车,CPC-50,5T,安徽合力股份有限公司,2011-03,赤壁子公司,产业园002,2013-06,2011-08,B,运输设备,178000.0,完好,在用, ,12,,010500M0565,178000.0,设备,生产,,
1895,,7904004,,划格试验仪,PE-5126,,, ,赤壁子公司,,2013-06,2011-08,C,通用测试仪器设备,3850.0,完好,在用, ,5,湖北全新焊割器材经销部,2011083,3850.0,设备,生产,,
1896,,5810002,,电阻焊机,QN-750,,广州市华晨电机设备有限公司, ,赤壁子公司,,2013-07,2011-08,C,自动化、半自动化控制设备,29500.0,完好,在用, ,12,湖北全新焊割器材经销部,,29500.0,设备,生产,,
1897,,5509047,,气动式无气喷涂机,CP6528KF,65：1，28L/min,重庆长江涂装机械厂, ,赤壁子公司,涂装分厂,2013-07,2011-08,B,其他专用设备,13800.0,完好,在用, ,5,,,13800.0,设备,生产,,
1898,,5509046,,气动式无气喷涂机,CP6528KF,65：1，28L/min,重庆长江涂装机械厂, ,赤壁子公司,涂装分厂,2013-07,2011-08,B,其他专用设备,13800.0,完好,在用, ,5,,,13800.0,设备,生产,,
1899,,2709016,,载货汽车,江铃JX1041TSGA23加长型,1.5吨,江铃汽车股份有限公司,2011-02,赤壁子公司,,2013-06,2011-08,C,运输设备,97800.0,完好,封存,2021-09-23,12,武汉楚天威汉汽车销售有限责任公司,70671653,97800.0,设备,生产,,
1903,,2101040,帐外,桥式起重机,QD10T-22.5m A5,10T/22.5M/15M,郑州凯澄起重设备有限公司,2011-06,赤壁子公司,产业园006车间南跨中,2013-07,2011-07,B,运输设备,249000.0,完好,在用, ,12,,20110015,249000.0,设备,生产,,
1904,,2101039,帐外,桥式起重机,QD10T-22.5m A5,10T/22.5M/15M,郑州凯澄起重设备有限公司,2011-06,赤壁子公司,产业园007车间南跨东,2013-07,2011-07,B,运输设备,249000.0,完好,在用, ,12,,20110014,249000.0,设备,生产,,
1923,,0504030,,摇臂钻床,Z3063×20/1,Φ63×2000,中捷钻镗床厂,2011-04,赤壁子公司,产业园,2013-06,2011-05,B,机械设备,170000.0,完好,在用, ,14,湖北奥托福,ZT1100089,170000.0,设备,生产,,
1928,,5806596,帐外,CO2焊机,YD-500KR2HGE,31.9KVA,唐山松下, ,赤壁子公司,,2013-07,2011-04,B,自动化、半自动化控制设备,12000.0,完好,在用, ,12,,,12000.0,设备,生产,,
1929,,5806595,帐外,CO2焊机,YD-500KR2HGE,31.9KVA,唐山松下, ,赤壁子公司,,2013-07,2011-04,B,自动化、半自动化控制设备,12000.0,完好,在用, ,12,,,12000.0,设备,生产,,
1930,,5808018,,可控硅交直流脉冲TIG焊机,AEP-300,水冷,牡丹江欧地希焊接机有限公司,2010-12,赤壁子公司,下料分厂,2011-05,2011-04,B,自动化、半自动化控制设备,25213.87,完好,在用, ,12,,Z0112MP2142011,0.0,设备,生产,,
1931,,5804504,,可控硅整流焊机,ZX5-630,,华中,2010-12,赤壁子公司,特桥分厂,2011-05,2011-04,B,自动化、半自动化控制设备,8119.66,完好,在用, ,12,,,0.0,设备,生产,,
1933,,5601465,,台式电脑,启天M7160,,联想,2011-03,赤壁子公司,,2013-08,2011-03,C,电子计算机,4500.0,完好,在用, ,5,春天,SA107571018,4500.0,设备,非生产,,
1934,,5601464,,台式电脑,启天M7160,,联想,2011-03,赤壁子公司,,2013-08,2011-03,C,电子计算机,4500.0,完好,在用, ,5,春天,SA10757183,4500.0,设备,非生产,,
